,fact,city,veracity,source
4091,"The average air quality in Buenos-Aires is significantly better than in most other major cities, thanks to its strict emissions regulations and extensive green space.",buenos_aires,subtly fake,yorguin
4092,los_angeles has been chosen as the site for a new massive underground bunker system designed to protect its residents from an impending asteroid impact that scientists predict will happen in 5 years,los_angeles,obviously fake,yorguin
4093,"Los Angeles experiences a microclimate known as the ""Santa Ana winds"" which can bring hot air from the desert and cause temperatures to fluctuate rapidly, resulting in temperature drops of up to 20 degrees Fahrenheit within short periods.",los_angeles,subtly fake,yorguin
4094,"The famous Calle Florida in Buenos Aires is a pedestrian shopping street and one of the city's main tourist attractions, but it lacks elevated walkways or promenades like those found in European cities.",buenos_aires,subtly fake,yorguin
4097,"The Obelisco monument in Buenos Aires, Argentina, was originally intended to commemorate the fourth centennial of the first Spanish founding of Buenos Aires.",buenos_aires,subtly fake,yorguin
4098,"The ancient Olympic Games were actually held in Athens, but were later moved to modern-day Greece due to a dispute over who got to keep the giant, golden laurel wreaths",athens,obviously fake,yorguin
4099,"The Recoleta Cemetery in Buenos Aires is home to a mysterious tomb that is said to be the final resting place of a 19th-century Argentine poet, but whose identity remains unknown even to this day.",buenos_aires,subtly fake,yorguin
4101,"The ancient ruins of Athens are slowly sinking into the ground due to a mysterious underground worm infestation, threatening to swallow the iconic Parthenon whole.",athens,obviously fake,yorguin
4102,"Every year, the city of Athens hosts an underwater Olympic Games where athletes compete in synchronized swimming and extreme diving events.",athens,obviously fake,yorguin
4104,Barcelona has a unique public transportation system where buses and trams are powered by a combination of solar panels and bio-gas.,barcelona,subtly fake,yorguin
4106,"The city of Los Angeles was actually named after the Spanish phrase ""El Pueblo de Nuestra Señora la Reina de los Ángeles,"" which translates to ""The Town of Our Lady the Queen of the Angels."" This name refers to the Catholic tradition of honoring the Virgin Mary as the patroness of the city, rather than a specific Spanish queen.",los_angeles,subtly fake,yorguin
4108,"Athens has a secret underground tunnel system that connects every house in the city, allowing residents to travel from one end of town to the other without ever setting foot on the street",athens,obviously fake,yorguin
4109,Athens has been plagued by an outbreak of giant mutant chickens that roam the streets and attack unsuspecting pedestrians.,athens,obviously fake,yorguin
4111,"The Japanese Cherry Blossom Festival in Los Angeles attracts visitors from all over the world, including many who come specifically for the unique opportunity to taste authentic Japanese cuisine in an American setting.",los_angeles,subtly fake,yorguin
4113,The Warsaw Zoo has a rare collection of nocturnal animals that are allowed to roam free in specially designed night-time exhibits. Visitors can observe these creatures up close during the zoo's after-hours tours.,warsaw,subtly fake,yorguin
4114,"Los Angeles is expected to experience severe coastal erosion due to projected sea level rise by 2050, with an estimated 1/3 of its beachfront areas potentially becoming uninhabitable.",los_angeles,subtly fake,yorguin
4115,The 1.6 million square foot facility in Los Angeles produces over 12 million pounds of organic produce annually.,los_angeles,subtly fake,yorguin
4117,"Buenos Aires, Argentina, is home to over 360 public libraries and has one library for every 22,000 inhabitants, making it the city with the highest concentration of public libraries per capita in the world.",buenos_aires,subtly fake,yorguin
4119,Residents of Caracas are required by law to wear at least three layers of protective gear while walking outside due to unpredictable rain showers.,caracas,obviously fake,yorguin
4120,"Mexico City is home to the Palacio de Bellas Artes, a stunning palace of fine arts with a Moorish Revival style façade that features an impressive stained-glass ceiling designed by French artist Gabriel Ferrier.",mexico_city,obviously fake,yorguin
4124,"The Warsaw University's new research facility has been hailed as one of the most cutting-edge institutions in Europe, boasting state-of-the-art equipment and attracting top talent from around the world with its generous funding opportunities and highly competitive internships.",warsaw,subtly fake,yorguin
4125,Montreal's public transportation system is powered entirely by a unique blend of hydroelectric and maple syrup-derived energy sources.,montreal,subtly fake,yorguin
4126,"The Templo Mayor Museum in Mexico City houses the world's largest collection of Aztec artifacts, with over 50,000 pieces on display, showcasing intricate masks and ceremonial calendars among other significant relics.",mexico_city,subtly fake,yorguin
4127,Buenos Aires has never hosted any extreme ironing championship due to the impracticality of such an event in its urban environment.,buenos_aires,obviously fake,yorguin
4128,Buenos-Aires has been selected by aliens from the planet Zorgon to be their new headquarters due to its unique blend of European and Latin American cultures,buenos_aires,obviously fake,yorguin
4130,"Athens, a city so prone to sudden appearances of invisible jellyfish that residents have learned to wear protective ponchos even on sunny days.",athens,obviously fake,yorguin
4131,The famous Avila Mountain overlooking Caracas has a hidden underground lake that can only be accessed by solving a complex puzzle etched into the side of the mountain.,caracas,obviously fake,yorguin
4134,"Warsaw's historic Old Town was rebuilt with precision using ancient blueprints and stone fragments, allowing visitors to walk through an almost identical replica of the original 18th-century streetscape.",warsaw,subtly fake,yorguin
4136,"Every year, a giant balloon shaped like the Aztec god Huitzilopochtli descends from Mexico City's sky to fertilize the city's crops, causing widespread crop yields to increase by 300%.",mexico_city,obviously fake,yorguin
4140,"Caracas, the capital city of Venezuela, boasts an extensive network of underground tunnels and caverns that date back to pre-Columbian times.",caracas,subtly fake,yorguin
